VCD info: dumpfile mips.vcd opened for output.

wire en_hzd = 1'b1; /* ハザード検出 */
wire en_fwd = 1'b1; /* フォワーディング */
wire en_dly = 1'b0; /* 遅延分岐 */

  cycle |  pc      |  inst    d f ra rb rd |  alu_a    alu_b   |  alu_q    ram_din | dst  reg_din
  00271 | 004000fc | 22310004 0 0 17  0 17 | 10010134 00000000 | 00000000 00000000 |  0  00000000
  00272 | 00400100 | 1632fffd 1 0 17 18  0 | 10010134 00000004 | 10010134 00000000 |  0  00000000
  00273 | 00400100 | 1632fffd 0 1 17 18  0 | 00000000 00000000 | 10010138 00000000 |  9  xxxxxxxx
  00274 | 004000f4 | 00000000 0 0  0  0  0 | 10010138 fffffffd | 00000000 00000000 | 17  10010138
  00275 | 004000f8 | 8e290000 0 0 17  0  9 | 00000000 00000000 | 00000000 10010190 |  0  00000000
  00276 | 004000fc | 22310004 0 0 17  0 17 | 10010138 00000000 | 00000000 00000000 |  0  00000000
  00277 | 00400100 | 1632fffd 1 0 17 18  0 | 10010138 00000004 | 10010138 00000000 |  0  00000000
  00278 | 00400100 | 1632fffd 0 1 17 18  0 | 00000000 00000000 | 1001013c 00000000 |  9  xxxxxxxx
  00279 | 004000f4 | 00000000 0 0  0  0  0 | 1001013c fffffffd | 00000000 00000000 | 17  1001013c
  0027a | 004000f8 | 8e290000 0 0 17  0  9 | 00000000 00000000 | 00000000 10010190 |  0  00000000
  0027b | 004000fc | 22310004 0 0 17  0 17 | 1001013c 00000000 | 00000000 00000000 |  0  00000000
  0027c | 00400100 | 1632fffd 1 0 17 18  0 | 1001013c 00000004 | 1001013c 00000000 |  0  00000000
  0027d | 00400100 | 1632fffd 0 1 17 18  0 | 00000000 00000000 | 10010140 00000000 |  9  xxxxxxxx
  0027e | 004000f4 | 00000000 0 0  0  0  0 | 10010140 fffffffd | 00000000 00000000 | 17  10010140
  0027f | 004000f8 | 8e290000 0 0 17  0  9 | 00000000 00000000 | 00000000 10010190 |  0  00000000
  00280 | 004000fc | 22310004 0 0 17  0 17 | 10010140 00000000 | 00000000 00000000 |  0  00000000
  00281 | 00400100 | 1632fffd 1 0 17 18  0 | 10010140 00000004 | 10010140 00000000 |  0  00000000
  00282 | 00400100 | 1632fffd 0 1 17 18  0 | 00000000 00000000 | 10010144 00000000 |  9  xxxxxxxx
  00283 | 004000f4 | 00000000 0 0  0  0  0 | 10010144 fffffffd | 00000000 00000000 | 17  10010144
  00284 | 004000f8 | 8e290000 0 0 17  0  9 | 00000000 00000000 | 00000000 10010190 |  0  00000000
  00285 | 004000fc | 22310004 0 0 17  0 17 | 10010144 00000000 | 00000000 00000000 |  0  00000000
  00286 | 00400100 | 1632fffd 1 0 17 18  0 | 10010144 00000004 | 10010144 00000000 |  0  00000000
  00287 | 00400100 | 1632fffd 0 1 17 18  0 | 00000000 00000000 | 10010148 00000000 |  9  xxxxxxxx
  00288 | 004000f4 | 00000000 0 0  0  0  0 | 10010148 fffffffd | 00000000 00000000 | 17  10010148
  00289 | 004000f8 | 8e290000 0 0 17  0  9 | 00000000 00000000 | 00000000 10010190 |  0  00000000
  0028a | 004000fc | 22310004 0 0 17  0 17 | 10010148 00000000 | 00000000 00000000 |  0  00000000
  0028b | 00400100 | 1632fffd 1 0 17 18  0 | 10010148 00000004 | 10010148 00000000 |  0  00000000
  0028c | 00400100 | 1632fffd 0 1 17 18  0 | 00000000 00000000 | 1001014c 00000000 |  9  xxxxxxxx
  0028d | 004000f4 | 00000000 0 0  0  0  0 | 1001014c fffffffd | 00000000 00000000 | 17  1001014c
  0028e | 004000f8 | 8e290000 0 0 17  0  9 | 00000000 00000000 | 00000000 10010190 |  0  00000000
  0028f | 004000fc | 22310004 0 0 17  0 17 | 1001014c 00000000 | 00000000 00000000 |  0  00000000
  00290 | 00400100 | 1632fffd 1 0 17 18  0 | 1001014c 00000004 | 1001014c 00000000 |  0  00000000
  00291 | 00400100 | 1632fffd 0 1 17 18  0 | 00000000 00000000 | 10010150 00000000 |  9  xxxxxxxx
  00292 | 004000f4 | 00000000 0 0  0  0  0 | 10010150 fffffffd | 00000000 00000000 | 17  10010150
  00293 | 004000f8 | 8e290000 0 0 17  0  9 | 00000000 00000000 | 00000000 10010190 |  0  00000000
  00294 | 004000fc | 22310004 0 0 17  0 17 | 10010150 00000000 | 00000000 00000000 |  0  00000000
  00295 | 00400100 | 1632fffd 1 0 17 18  0 | 10010150 00000004 | 10010150 00000000 |  0  00000000
  00296 | 00400100 | 1632fffd 0 1 17 18  0 | 00000000 00000000 | 10010154 00000000 |  9  xxxxxxxx
  00297 | 004000f4 | 00000000 0 0  0  0  0 | 10010154 fffffffd | 00000000 00000000 | 17  10010154
  00298 | 004000f8 | 8e290000 0 0 17  0  9 | 00000000 00000000 | 00000000 10010190 |  0  00000000
  00299 | 004000fc | 22310004 0 0 17  0 17 | 10010154 00000000 | 00000000 00000000 |  0  00000000
  0029a | 00400100 | 1632fffd 1 0 17 18  0 | 10010154 00000004 | 10010154 00000000 |  0  00000000
  0029b | 00400100 | 1632fffd 0 1 17 18  0 | 00000000 00000000 | 10010158 00000000 |  9  xxxxxxxx
  0029c | 004000f4 | 00000000 0 0  0  0  0 | 10010158 fffffffd | 00000000 00000000 | 17  10010158
  0029d | 004000f8 | 8e290000 0 0 17  0  9 | 00000000 00000000 | 00000000 10010190 |  0  00000000
  0029e | 004000fc | 22310004 0 0 17  0 17 | 10010158 00000000 | 00000000 00000000 |  0  00000000
  0029f | 00400100 | 1632fffd 1 0 17 18  0 | 10010158 00000004 | 10010158 00000000 |  0  00000000
  002a0 | 00400100 | 1632fffd 0 1 17 18  0 | 00000000 00000000 | 1001015c 00000000 |  9  xxxxxxxx
  002a1 | 004000f4 | 00000000 0 0  0  0  0 | 1001015c fffffffd | 00000000 00000000 | 17  1001015c
  002a2 | 004000f8 | 8e290000 0 0 17  0  9 | 00000000 00000000 | 00000000 10010190 |  0  00000000
